name,difficulty,would_take_again,num_ratings,quality,department,link
Morgan Chojnacki,100%,100%,3 ratings,5.0,Nursing,https://www.ratemyprofessors.com/professor/2729124
Rebecca Oliphant,43%,43%,15 ratings,2.5,Marketing,https://www.ratemyprofessors.com/professor/2421473
Guy Mendes,N/A,N/A,0 ratings,0.0,Art Education,https://www.ratemyprofessors.com/professor/2830956
Vincent Cassone,80%,80%,2 ratings,2.5,Biology,https://www.ratemyprofessors.com/professor/2714574
Thomas Tran,60%,60%,2 ratings,1.5,Mathematics,https://www.ratemyprofessors.com/professor/2742910
Kyuyoung Oh,100%,100%,0 ratings,0.0,Finance,https://www.ratemyprofessors.com/professor/2832122
Annaliese Norris,100%,100%,3 ratings,4.3,Health Science,https://www.ratemyprofessors.com/professor/2733330
Adam O'Neal,100%,100%,1 ratings,1.0,Mathematics,https://www.ratemyprofessors.com/professor/2832405
Alex Castro,100%,100%,1 ratings,5.0,Accounting,https://www.ratemyprofessors.com/professor/2818511
Sandra Bastin,50%,50%,3 ratings,3.9,Nutrition,https://www.ratemyprofessors.com/professor/1996937
Nicole Gauthier,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2833137
Jesse Linkhorn,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/2833223
Lodz Pierre,100%,100%,6 ratings,4.3,French,https://www.ratemyprofessors.com/professor/1910408
Karin Pekarchik,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2835138
Shelly Krajny,96%,96%,19 ratings,4.8,Health Science,https://www.ratemyprofessors.com/professor/2249513
Yang-Tse Cheng,N/A,N/A,0 ratings,0.0,Chemistry,https://www.ratemyprofessors.com/professor/2833324
Kay Shenoy,50%,50%,2 ratings,2.5,Biology,https://www.ratemyprofessors.com/professor/2710204
Meghan Dowell,100%,100%,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2837763
Sy Bridenbaugh,100%,100%,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2837961
Henry Knollenberg,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2824294
Andy Marquis,100%,100%,0 ratings,0.0,Philosophy,https://www.ratemyprofessors.com/professor/2824331
Hayden Holman,100%,100%,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2824333
Rebecca Freeman,86%,86%,46 ratings,4.0,Environmental Science,https://www.ratemyprofessors.com/professor/1663173
Reba Carroll,N/A,N/A,0 ratings,0.0,Fine Arts,https://www.ratemyprofessors.com/professor/2825136
Williem Rizer,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2825178
Amanda Ellis,N/A,N/A,0 ratings,0.0,Graduate Studies,https://www.ratemyprofessors.com/professor/2825280
Jacob Neely,100%,100%,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2825442
P.P Karan,50%,50%,30 ratings,2.5,Geography,https://www.ratemyprofessors.com/professor/24265
Claire Lenviel,29%,29%,8 ratings,2.4,Writing Rhetoric amp Digital Studies,https://www.ratemyprofessors.com/professor/2324214
Tayo Adedokun,75%,75%,5 ratings,2.6,Animal Science,https://www.ratemyprofessors.com/professor/2056106
Erin Hester,100%,100%,7 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2596458
Raymond Deluca,100%,100%,0 ratings,0.0,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/2871053
Georgie Medina,100%,100%,21 ratings,4.2,Languages,https://www.ratemyprofessors.com/professor/1410699
Jordan Sawdy,100%,100%,4 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2766401
Jan Smalle,0%,0%,2 ratings,2.0,Biology,https://www.ratemyprofessors.com/professor/2153552
Eric Clark,100%,100%,3 ratings,3.7,Mathematics,https://www.ratemyprofessors.com/professor/1536445
Michael Trask,100%,100%,16 ratings,3.6,English,https://www.ratemyprofessors.com/professor/893737
Luke Elmore,75%,75%,4 ratings,2.3,Philosophy,https://www.ratemyprofessors.com/professor/2740332
John Barbour,54%,54%,32 ratings,2.8,English,https://www.ratemyprofessors.com/professor/1386198
Linda Nguyen,100%,100%,1 ratings,5.0,Social Work,https://www.ratemyprofessors.com/professor/2850139
Amber Ritschel,100%,100%,0 ratings,0.0,French,https://www.ratemyprofessors.com/professor/2850198
Valerie Vogel,100%,100%,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2850414
Robert Righi,100%,100%,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2850573
Michael Baker,100%,100%,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2850690
Eric Burkholder,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2851000
Michael Morrow,100%,100%,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2851111
Madeline Byrd,100%,100%,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2851209
Jon Hibbard,100%,100%,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2851727
Fabian Correia,100%,100%,1 ratings,5.0,Physical Education,https://www.ratemyprofessors.com/professor/2852177
Xiwen Zhao,100%,100%,1 ratings,4.0,Management,https://www.ratemyprofessors.com/professor/2852411
Tera Stocking,100%,100%,1 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/2853136
Marcus Whitt,100%,100%,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2843041
Emily Fay,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2843042
Douglas Powell,100%,100%,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2843043
Hyun Ju Jeong,N/A,N/A,1 ratings,3.5,Communication,https://www.ratemyprofessors.com/professor/1961173
Andres Phillips,N/A,N/A,0 ratings,0.0,Chemistry,https://www.ratemyprofessors.com/professor/2843536
Dwayne Gary,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2844654
Paul-Athony Turner,100%,100%,0 ratings,0.0,Philosophy,https://www.ratemyprofessors.com/professor/2844679
Taejin Hwang,100%,100%,1 ratings,3.0,Management,https://www.ratemyprofessors.com/professor/2844912
Patrick Valdez,N/A,N/A,0 ratings,0.0,Humanities,https://www.ratemyprofessors.com/professor/2844913
Monica Udvardy,100%,100%,38 ratings,3.7,Anthropology,https://www.ratemyprofessors.com/professor/106915
Christian Swafford,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2845150
Riley Wilkins,100%,100%,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2845557
Gregory Serrano,100%,100%,1 ratings,1.0,Women's Studies,https://www.ratemyprofessors.com/professor/2846229
Daniel Tuyisenge,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/2846606
Hayley Hoffman,100%,100%,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2846609
Sarah Garrod,N/A,N/A,0 ratings,0.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2846603
Ed Ashley,N/A,N/A,0 ratings,0.0,Business,https://www.ratemyprofessors.com/professor/2862632
Angel Armenta,100%,100%,1 ratings,3.0,Psychology,https://www.ratemyprofessors.com/professor/2862825
Yanxi Li,100%,100%,1 ratings,1.0,Statistics,https://www.ratemyprofessors.com/professor/2863020
Courtney Wright,N/A,N/A,1 ratings,1.0,Education,https://www.ratemyprofessors.com/professor/2863225
Kehinde Fagbohungbe,N/A,N/A,1 ratings,2.0,Chemistry,https://www.ratemyprofessors.com/professor/2863434
Kristian Sheeley,100%,100%,1 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/2863741
Michael Jenkins,100%,100%,1 ratings,5.0,Marketing,https://www.ratemyprofessors.com/professor/2864088
Sofía Mena-Molina,100%,100%,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2864102
Joni Meade,100%,100%,3 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/2584002
Tom Marksbury,86%,86%,32 ratings,4.2,English,https://www.ratemyprofessors.com/professor/553427
Timothy Minella,53%,53%,17 ratings,2.8,Honors,https://www.ratemyprofessors.com/professor/2414583
Martha Pui Yue Yip,100%,100%,33 ratings,4.8,Mathematics,https://www.ratemyprofessors.com/professor/1970259
Andy Doolen,100%,100%,26 ratings,3.7,English,https://www.ratemyprofessors.com/professor/500066
Frederick Bengtsson,100%,100%,1 ratings,4.0,Communication,https://www.ratemyprofessors.com/professor/2064297
Michael Pennell,85%,85%,14 ratings,4.6,Communication,https://www.ratemyprofessors.com/professor/1863719
Pamela Edwards,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2857587
Zada Komara,97%,97%,28 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/1614793
Ruth Adams,N/A,N/A,4 ratings,4.5,Fine Arts,https://www.ratemyprofessors.com/professor/291883
Mark Hanson,15%,15%,47 ratings,2.4,Mechanical Engineering,https://www.ratemyprofessors.com/professor/490374
Kim Woodrum,88%,88%,29 ratings,4.4,Chemistry,https://www.ratemyprofessors.com/professor/2057952
Steven Schafrik,88%,88%,7 ratings,3.7,Engineering,https://www.ratemyprofessors.com/professor/2441547
Chloe Wawrzyniak,65%,65%,13 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/2640830
Sandy Rogers,0%,0%,2 ratings,1.5,Nursing,https://www.ratemyprofessors.com/professor/2787413
Jaclyn Johnson,86%,86%,19 ratings,3.7,Political Science,https://www.ratemyprofessors.com/professor/1865714
LI Yanxi,N/A,N/A,0 ratings,0.0,Science,https://www.ratemyprofessors.com/professor/2873659
Emily Mooring,100%,100%,0 ratings,0.0,Marketing,https://www.ratemyprofessors.com/professor/2873986
Nathaniel O'Leary,N/A,N/A,0 ratings,0.0,Geology,https://www.ratemyprofessors.com/professor/2874117
Timothy Moyers,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2873187
Ives Machiz,100%,100%,0 ratings,0.0,Finance,https://www.ratemyprofessors.com/professor/2878183
Matthew Wentz,20%,20%,15 ratings,1.7,English,https://www.ratemyprofessors.com/professor/2571466
Laura Kelton,80%,80%,3 ratings,3.3,Physics,https://www.ratemyprofessors.com/professor/2822845
Anthony Creane,80%,80%,12 ratings,3.3,Economics,https://www.ratemyprofessors.com/professor/2209601
Cheryl Matias,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2879241
Tony Stallins,86%,86%,23 ratings,3.4,Geography,https://www.ratemyprofessors.com/professor/1797886
Scott Gleeson,93%,93%,85 ratings,3.8,Biology,https://www.ratemyprofessors.com/professor/427152
Nicholas McLetchie,100%,100%,32 ratings,3.2,Biology,https://www.ratemyprofessors.com/professor/502859
Phillip Crowley,N/A,N/A,12 ratings,3.0,Science,https://www.ratemyprofessors.com/professor/64108
James Krupa,93%,93%,216 ratings,3.9,Biology,https://www.ratemyprofessors.com/professor/1159694
Elizabeth Easter,37%,37%,26 ratings,2.3,Apparel Merchandising,https://www.ratemyprofessors.com/professor/602506
Abigail Klompenberg,100%,100%,2 ratings,3.5,Education,https://www.ratemyprofessors.com/professor/2650882
Mohammad Zannoun,64%,64%,39 ratings,3.2,Social Science,https://www.ratemyprofessors.com/professor/1946302
Regina Hamilton,100%,100%,4 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2607073
Janet Lensing,88%,88%,31 ratings,4.3,Agriculture,https://www.ratemyprofessors.com/professor/1430347
Matthew Godbey,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2716398
Austin Alderete,100%,100%,3 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/2844219
Gisela Garcia,N/A,N/A,3 ratings,2.8,Biology,https://www.ratemyprofessors.com/professor/1291582
Shahzad Kalloo,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2865775
Serge Ochanine,24%,24%,32 ratings,2.5,Mathematics,https://www.ratemyprofessors.com/professor/1018472
James Hoyle,100%,100%,1 ratings,4.0,English,https://www.ratemyprofessors.com/professor/2853174
Kathryn Maupin,N/A,N/A,1 ratings,1.0,Social Work,https://www.ratemyprofessors.com/professor/2854103
Rebecca Wiggins,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2854356
Rachel Womack,100%,100%,1 ratings,4.0,Social Work,https://www.ratemyprofessors.com/professor/2855210
Galo Canizares,100%,100%,0 ratings,0.0,Architecture,https://www.ratemyprofessors.com/professor/2855228
Catherine Mott,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2855334
Bradley Elliott,100%,100%,29 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2624206
Manjiri Patwardhan,100%,100%,0 ratings,0.0,Chemistry,https://www.ratemyprofessors.com/professor/2813812
Joshua Lundberg,N/A,N/A,0 ratings,0.0,Marketing,https://www.ratemyprofessors.com/professor/2881692
Max Brown,50%,50%,12 ratings,1.8,Physics,https://www.ratemyprofessors.com/professor/2645483
Enyu Li,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2881856
Joseph Sanchez,100%,100%,1 ratings,3.0,Information Science,https://www.ratemyprofessors.com/professor/2881957
Sarah Tamme,100%,100%,1 ratings,5.0,Information Science,https://www.ratemyprofessors.com/professor/2881958
Yu Chi,100%,100%,1 ratings,5.0,Information Science,https://www.ratemyprofessors.com/professor/2881961
Jeremy Gillett,100%,100%,1 ratings,2.0,Theater,https://www.ratemyprofessors.com/professor/2861670
Melanie Turner,100%,100%,1 ratings,5.0,Theater,https://www.ratemyprofessors.com/professor/2861674
Alexis Murphy,98%,98%,33 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/2181248
Caicheng Lu,34%,34%,13 ratings,1.5,Electrical Engineering,https://www.ratemyprofessors.com/professor/2622521
Logan Martin,N/A,N/A,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2885869
Elisabeth Ohrnberger,N/A,N/A,0 ratings,0.0,Health Science,https://www.ratemyprofessors.com/professor/2885954
Nicholas Passarelli,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2886656
Carter Johnson,100%,100%,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2886722
William Ferriell,100%,100%,4 ratings,5.0,Engineering,https://www.ratemyprofessors.com/professor/2832918
Ian Bussan,20%,20%,7 ratings,1.7,History,https://www.ratemyprofessors.com/professor/2596920
Luis Giraldo,0%,0%,2 ratings,1.5,Electrical Engineering,https://www.ratemyprofessors.com/professor/2562664
Mark Watson,59%,59%,57 ratings,3.0,Chemistry,https://www.ratemyprofessors.com/professor/565607
Yuan Zhou,86%,86%,26 ratings,4.0,Mathematics,https://www.ratemyprofessors.com/professor/2300312
James Brennan,50%,50%,53 ratings,2.4,Mathematics,https://www.ratemyprofessors.com/professor/20239
Seth Jones,83%,83%,43 ratings,3.6,Biology,https://www.ratemyprofessors.com/professor/1622811
Daniel Morey,90%,90%,33 ratings,4.6,Political Science,https://www.ratemyprofessors.com/professor/1049460
Frank Walker,47%,47%,25 ratings,2.2,English,https://www.ratemyprofessors.com/professor/1842453
Erica Rumbley,100%,100%,9 ratings,4.1,Music,https://www.ratemyprofessors.com/professor/1192763
Anna Durr,100%,100%,1 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/2873280
Ray Tanner,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2873652
Taylor Elsey,63%,63%,27 ratings,3.2,Psychology,https://www.ratemyprofessors.com/professor/2620811
Moises Castillo,100%,100%,2 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2483012
Kathleen Salmeron,91%,91%,116 ratings,3.7,Health Science,https://www.ratemyprofessors.com/professor/2542851
Katherine Chambers,100%,100%,3 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/2699529
Denotra Gunther,23%,23%,16 ratings,2.2,Management,https://www.ratemyprofessors.com/professor/327284
Shonta Phelps,50%,50%,24 ratings,3.3,Business,https://www.ratemyprofessors.com/professor/1793116
Kenton Sena,100%,100%,18 ratings,4.2,Honors,https://www.ratemyprofessors.com/professor/2422184
Kaveh Tagavi,27%,27%,34 ratings,1.9,Engineering,https://www.ratemyprofessors.com/professor/795355
Hugo Reyes-Centeno,80%,80%,5 ratings,3.6,Anthropology,https://www.ratemyprofessors.com/professor/2771799
Elizabeth Combs,100%,100%,10 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2536874
Mark Prendergast,100%,100%,13 ratings,4.8,Psychology,https://www.ratemyprofessors.com/professor/235180
Jonathan McIntyre,100%,100%,2 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/2763230
Michael Renfro,50%,50%,2 ratings,3.0,Engineering,https://www.ratemyprofessors.com/professor/2557318
Randa Remer,50%,50%,12 ratings,2.4,Business,https://www.ratemyprofessors.com/professor/1120529
Liang Liang,34%,34%,8 ratings,1.9,Geography,https://www.ratemyprofessors.com/professor/1789047
Nargess Golshan,100%,100%,1 ratings,3.0,Accounting,https://www.ratemyprofessors.com/professor/2755736
Paul Poggemeyer,100%,100%,5 ratings,4.2,Sociology,https://www.ratemyprofessors.com/professor/2727059
Melissa Merscham,100%,100%,3 ratings,1.3,Education,https://www.ratemyprofessors.com/professor/2838494
Katarina Krizova,100%,100%,0 ratings,0.0,Family Studies,https://www.ratemyprofessors.com/professor/2842328
Douglas Strachan,43%,43%,19 ratings,2.8,Physics,https://www.ratemyprofessors.com/professor/1596046
Doug Klein,100%,100%,19 ratings,4.7,Engineering,https://www.ratemyprofessors.com/professor/2450074
Scott Soltis,75%,75%,9 ratings,4.1,Management,https://www.ratemyprofessors.com/professor/2131956
John Watkins,75%,75%,20 ratings,4.0,Graduate Studies,https://www.ratemyprofessors.com/professor/2173625
Wei Li,N/A,N/A,0 ratings,0.0,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2680160
Richard Halkyard,100%,100%,2 ratings,5.0,Film,https://www.ratemyprofessors.com/professor/2772457
Richard Halkyard,100%,100%,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2636387
Ok-Kyong Park-Sarge,94%,94%,31 ratings,4.1,Physiology,https://www.ratemyprofessors.com/professor/1197425
Samuel Awuah,10%,10%,17 ratings,1.9,Chemistry,https://www.ratemyprofessors.com/professor/2230362
Elizabeth Sheehan,54%,54%,32 ratings,2.7,Marketing,https://www.ratemyprofessors.com/professor/2076914
Charlene Norman,15%,15%,38 ratings,2.5,Mathematics,https://www.ratemyprofessors.com/professor/1316388
Evan Taylor,100%,100%,0 ratings,0.0,Anthropology,https://www.ratemyprofessors.com/professor/2868530
Alyssa Eckman,0%,0%,19 ratings,2.9,Journalism,https://www.ratemyprofessors.com/professor/1417753
Alan DeSantis,53%,53%,298 ratings,3.7,Communication,https://www.ratemyprofessors.com/professor/22443
Kathryn Showalter,100%,100%,1 ratings,3.0,Social Work,https://www.ratemyprofessors.com/professor/2890359
Leonce Bargeron,100%,100%,4 ratings,4.3,Finance,https://www.ratemyprofessors.com/professor/2346030
Anastasia Hauser,100%,100%,1 ratings,5.0,Engineering,https://www.ratemyprofessors.com/professor/2596071
Mark Doerre,100%,100%,8 ratings,4.4,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2660192
Jingwen Wu,N/A,N/A,1 ratings,2.0,Political Science,https://www.ratemyprofessors.com/professor/2867659
Jilliene Haglund,36%,36%,18 ratings,2.6,Political Science,https://www.ratemyprofessors.com/professor/2128615
Joannah Peterson,100%,100%,2 ratings,5.0,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/2651061
Yang Xiao,N/A,N/A,1 ratings,1.0,Computer Science,https://www.ratemyprofessors.com/professor/2892341
Elisa D''Angelo,80%,80%,6 ratings,2.9,Agriculture,https://www.ratemyprofessors.com/professor/1704126
Dima Kortukov,100%,100%,7 ratings,2.6,Political Science,https://www.ratemyprofessors.com/professor/2817628
Priscilla McCutcheon,84%,84%,11 ratings,3.3,Geography,https://www.ratemyprofessors.com/professor/2563040
Lauren Brzozowski,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2893673
Jeffery Modenbach,80%,80%,7 ratings,2.9,Mathematics,https://www.ratemyprofessors.com/professor/2116335
Michael Kalinski,100%,100%,3 ratings,4.3,Engineering,https://www.ratemyprofessors.com/professor/1673455
Bob Sandmeyer,75%,75%,24 ratings,3.2,Philosophy,https://www.ratemyprofessors.com/professor/1173011
Ruth Beattie,100%,100%,141 ratings,2.9,Biology,https://www.ratemyprofessors.com/professor/1362207
Jessica Mead,100%,100%,3 ratings,3.3,Art,https://www.ratemyprofessors.com/professor/2627645
Alberto Corso,55%,55%,60 ratings,3.5,Mathematics,https://www.ratemyprofessors.com/professor/208395
Alejandro Dellachiesa,97%,97%,73 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/2220866
Brittany Reed,100%,100%,4 ratings,3.0,Social Work,https://www.ratemyprofessors.com/professor/2758377
Robyn Brown,100%,100%,17 ratings,4.9,Sociology,https://www.ratemyprofessors.com/professor/2064308
Steven Presnell,95%,95%,13 ratings,4.1,Chemistry,https://www.ratemyprofessors.com/professor/2738573
Jon Stallins,72%,72%,16 ratings,2.3,Geography,https://www.ratemyprofessors.com/professor/2058375
Jennifer Daddysman,100%,100%,19 ratings,4.7,Health Science,https://www.ratemyprofessors.com/professor/2089154
Michael Hadden,100%,100%,4 ratings,4.5,Finance,https://www.ratemyprofessors.com/professor/2216798
Ryan MacLellan,40%,40%,9 ratings,1.4,Physics,https://www.ratemyprofessors.com/professor/2565153
Herman Farrell,50%,50%,6 ratings,4.3,Theater,https://www.ratemyprofessors.com/professor/749062
Isaac Shlosman,N/A,N/A,22 ratings,2.7,Science,https://www.ratemyprofessors.com/professor/470327
Allison Gordon,43%,43%,9 ratings,2.3,Communication,https://www.ratemyprofessors.com/professor/2415932
Kent Ratajeski,33%,33%,108 ratings,2.4,Geology,https://www.ratemyprofessors.com/professor/1053542
Nick Lally,50%,50%,11 ratings,2.3,Geography,https://www.ratemyprofessors.com/professor/2541534
Jennifer McMullen,100%,100%,6 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/2590896
ZaDonna Slay,N/A,N/A,0 ratings,0.0,Social Work,https://www.ratemyprofessors.com/professor/2907520
Donald Heverin,12%,12%,18 ratings,1.8,English,https://www.ratemyprofessors.com/professor/1508731
Martin (Marty) Summers,67%,67%,2 ratings,2.5,Architecture,https://www.ratemyprofessors.com/professor/2627981
Alex Gergely,100%,100%,6 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2636380
Oswaldo Ortegón,100%,100%,3 ratings,3.0,Languages,https://www.ratemyprofessors.com/professor/2885498
Gokce Tekeli,75%,75%,15 ratings,3.1,English,https://www.ratemyprofessors.com/professor/2309262
John Balk,N/A,N/A,3 ratings,4.7,Engineering,https://www.ratemyprofessors.com/professor/1527127
Erik Myrup,100%,100%,70 ratings,4.8,History,https://www.ratemyprofessors.com/professor/1277831
Allison Burkette,22%,22%,14 ratings,2.3,Languages,https://www.ratemyprofessors.com/professor/2463635
Y Wang,0%,0%,4 ratings,1.8,Engineering,https://www.ratemyprofessors.com/professor/692967
Tim Gorringe,88%,88%,15 ratings,4.1,Physics,https://www.ratemyprofessors.com/professor/725413
Anita Lee-Post,22%,22%,54 ratings,1.7,Business,https://www.ratemyprofessors.com/professor/403938
Myrtle Clark,19%,19%,45 ratings,1.5,Accounting,https://www.ratemyprofessors.com/professor/1634528
Ryessia Russell,100%,100%,4 ratings,1.5,Business,https://www.ratemyprofessors.com/professor/2846610
Olivia Davis,50%,50%,28 ratings,2.5,Accountancy,https://www.ratemyprofessors.com/professor/2354380
Shouryya Mitra,100%,100%,1 ratings,5.0,Statistics,https://www.ratemyprofessors.com/professor/2622413
Susan Malkowski,0%,0%,5 ratings,1.8,Physics,https://www.ratemyprofessors.com/professor/1780093
Melanie Goan,69%,69%,71 ratings,3.8,History,https://www.ratemyprofessors.com/professor/253489
Scott Hader,100%,100%,4 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/2823074
LaLa Ma,38%,38%,10 ratings,2.8,Economics,https://www.ratemyprofessors.com/professor/2113356
Evisa Bogdani,100%,100%,19 ratings,5.0,Accounting,https://www.ratemyprofessors.com/professor/2622158
Thomas Seigler,100%,100%,2 ratings,3.5,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2597508
Keiko Tanaka,58%,58%,14 ratings,2.8,Sociology,https://www.ratemyprofessors.com/professor/321830
Bryce Beschorner,100%,100%,1 ratings,4.0,Political Science,https://www.ratemyprofessors.com/professor/2699908
Joyce MacDonald,38%,38%,24 ratings,2.7,English,https://www.ratemyprofessors.com/professor/930456
Jason Edward Derouchey,N/A,N/A,30 ratings,4.0,Chemistry,https://www.ratemyprofessors.com/professor/1660538
Srimati Basu,25%,25%,5 ratings,2.2,Women's Studies,https://www.ratemyprofessors.com/professor/2254015
Rita Basuray,50%,50%,30 ratings,2.8,Arts & Sciences,https://www.ratemyprofessors.com/professor/1887474
Constance Wood,0%,0%,10 ratings,2.1,Mathematics,https://www.ratemyprofessors.com/professor/416478
Ana Liberato,34%,34%,11 ratings,2.5,Sociology,https://www.ratemyprofessors.com/professor/1112894
Tasnia Symoom,N/A,N/A,2 ratings,3.5,Political Science,https://www.ratemyprofessors.com/professor/2610266
Tongguang Zhai,80%,80%,5 ratings,4.0,Engineering,https://www.ratemyprofessors.com/professor/1845740
Jonathan Phillips,N/A,N/A,19 ratings,3.1,Geography,https://www.ratemyprofessors.com/professor/268730
Scott Taylor,59%,59%,21 ratings,3.7,History,https://www.ratemyprofessors.com/professor/1972935
Cynthia Miller,22%,22%,247 ratings,2.7,Accounting,https://www.ratemyprofessors.com/professor/1119664
Samuel Bruun,100%,100%,3 ratings,4.7,Psychology,https://www.ratemyprofessors.com/professor/2736260
M Sara Rosenthal,100%,100%,3 ratings,4.0,Honors,https://www.ratemyprofessors.com/professor/2219193
Steven Winterfeldt,100%,100%,1 ratings,4.0,Philosophy,https://www.ratemyprofessors.com/professor/2828024
Justin Barhite,84%,84%,4 ratings,4.5,Mathematics,https://www.ratemyprofessors.com/professor/2738437
Lynda Sharrett-Field,87%,87%,72 ratings,4.0,Psychology,https://www.ratemyprofessors.com/professor/1854965
Matt Godbey,55%,55%,35 ratings,3.7,English,https://www.ratemyprofessors.com/professor/907997
Eric Street,100%,100%,19 ratings,4.9,Health Science,https://www.ratemyprofessors.com/professor/1962651
Yingnan Song,100%,100%,3 ratings,5.0,Finance,https://www.ratemyprofessors.com/professor/2679299
"Darryl Dedelow, Jr.",50%,50%,14 ratings,2.4,Languages,https://www.ratemyprofessors.com/professor/2298318
David Atwood,17%,17%,18 ratings,2.4,Chemistry,https://www.ratemyprofessors.com/professor/729754
Jan Ainger,62%,62%,21 ratings,3.4,Education,https://www.ratemyprofessors.com/professor/2341554
Ruriko Yoshida,N/A,N/A,1 ratings,2.0,Statistics,https://www.ratemyprofessors.com/professor/1336911
Raymond Burgess,93%,93%,48 ratings,4.4,Accounting,https://www.ratemyprofessors.com/professor/1480620
Mark Hanson,38%,38%,13 ratings,1.8,Engineering,https://www.ratemyprofessors.com/professor/2048359
John Nardolillo,100%,100%,9 ratings,4.1,Music,https://www.ratemyprofessors.com/professor/1335867
Joel Klipfel,0%,0%,5 ratings,1.2,Mathematics,https://www.ratemyprofessors.com/professor/2230484
Holly Hapke,76%,76%,115 ratings,3.7,Marketing,https://www.ratemyprofessors.com/professor/1073387
Peter Mirabito,64%,64%,78 ratings,3.4,Biology,https://www.ratemyprofessors.com/professor/1945409
Kelly Grenier,94%,94%,17 ratings,4.2,Political Science,https://www.ratemyprofessors.com/professor/2610268
